student_id,name,program,year
5471,Jessica Jones,Marketing,Senior
5472,Michael Graham,Economics,Senior
5473,Mary Henderson,Economics,Senior
5474,Adam Holland,Civil Engineering,Junior
5475,Elizabeth Miller,Chemistry,Sophomore
5476,Ryan Kaiser,Mathematics,Sophomore
5477,Douglas Morton,Information Technology,Senior
5478,Ashlee Mendez,Marketing,Junior
5479,Leslie Barton,Psychology,Senior
5480,Joseph Smith,Information Technology,Junior
5481,Paige Jordan,Finance,Sophomore
5482,Elizabeth Taylor,Computer Science,Junior
5483,Latoya Howell,Information Technology,Sophomore
5484,Lawrence Glover,Data Science,Senior
5485,Kimberly Grant,Economics,Junior
5486,Madison Wilson,Mechanical Engineering,Junior
5487,Melanie Davidson,Psychology,Senior
5488,Angel Johnson,Mechanical Engineering,Senior
5489,Jessica Cox,Mechanical Engineering,Junior
5490,Laura Mosley,Physics,Senior
5491,Kurt Martinez,Psychology,Senior
5492,Brandi Ibarra,Chemistry,Senior
5493,Heather Sweeney,Electrical Engineering,Senior
5494,Laura Guerra,Electrical Engineering,Junior
5495,Adrian Levine,Civil Engineering,Junior
5496,Abigail Acevedo,Information Technology,Sophomore
5497,Isabella Taylor,Data Science,Sophomore
5498,Joel Rogers,Mathematics,Sophomore
5499,Tyler Murray,Psychology,Sophomore
5500,Michael Lambert,Mechanical Engineering,Sophomore
5501,Edward Guzman,Psychology,Sophomore
5502,Anne Chambers,Mathematics,Junior
5503,Kristen Ramirez,Electrical Engineering,Sophomore
5504,Leslie Case,Electrical Engineering,Sophomore
5505,Christopher Thomas,Biology,Senior
5506,Felicia Matthews,Psychology,Senior
5507,Robert Keith,Mathematics,Sophomore
5508,Deborah Simon,Physics,Junior
5509,Carlos Morrow,Data Science,Junior
5510,Edward Tucker,Biology,Sophomore
5511,Emma Chan,Information Technology,Sophomore
5512,Ryan Thomas,Data Science,Senior
5513,Holly Rivas,Mechanical Engineering,Junior
5514,Alicia Navarro,Economics,Junior
5515,James Schaefer,Computer Science,Junior
5516,Jennifer Sampson,Marketing,Sophomore
5517,Daniel Taylor,Mathematics,Junior
5518,Julie Thompson,Marketing,Junior
5519,Justin Murphy,Computer Science,Junior
5520,Rachel Smith,Computer Science,Sophomore
5521,Joseph Dougherty,Electrical Engineering,Senior
5522,Catherine Barker,Biology,Junior
5523,Cynthia Taylor,Psychology,Junior
5524,James Peck,Mechanical Engineering,Senior
5525,Rebecca Brooks,Marketing,Senior
5526,Mr. Gregory Hart,Finance,Junior
5527,Tiffany Davis,Computer Science,Junior
5528,Vanessa Bishop,Biology,Junior
5529,Stacey Rodriguez,Finance,Senior
5530,Angelica Lopez,Mechanical Engineering,Senior
5531,Spencer Manning,Electrical Engineering,Junior
5532,Robert Bauer,Mathematics,Senior
5533,Keith Gonzalez,Computer Science,Senior
5534,Benjamin Jordan,Computer Science,Junior
5535,Adrian Krueger,Marketing,Junior
5536,Michael Travis,Finance,Sophomore
5537,Jonathan Glover,Physics,Senior
5538,Erin Carter,Biology,Junior
5539,Brenda Bradley,Information Technology,Junior
5540,Kevin Berry,Marketing,Senior
5541,Jennifer Anderson,Chemistry,Junior
5542,Tyler Miranda,Mechanical Engineering,Junior
5543,Nicholas Chung,Computer Science,Sophomore
5544,Kayla Thomas,Physics,Senior
5545,Robert Shepherd,Mathematics,Junior
5546,Steven Swanson,Chemistry,Junior
5547,David Williams,Mathematics,Senior
5548,Justin Bishop,Mathematics,Senior
5549,Clifford Mcdonald,Electrical Engineering,Junior
5550,Wesley Bowers,Marketing,Senior
5551,Jessica Warren,Electrical Engineering,Junior
5552,Dana Savage,Data Science,Junior
5553,Joseph Sullivan,Mechanical Engineering,Senior
5554,Joshua Williams,Biology,Junior
5555,Cory Kelley,Psychology,Senior
5556,Whitney Macdonald DVM,Electrical Engineering,Senior
5557,Kimberly Ponce,Chemistry,Junior
5558,Darren Morse,Civil Engineering,Sophomore
5559,Lydia Horn,Marketing,Sophomore
5560,Chad Williams,Physics,Senior
5561,Jeremy Wallace,Mechanical Engineering,Sophomore
5562,Anthony Ward,Electrical Engineering,Junior
5563,Heather Diaz,Data Science,Sophomore
5564,Daniel White,Mathematics,Sophomore
5565,Linda Fernandez,Marketing,Junior
5566,Ralph Rodriguez,Information Technology,Junior
5567,Michael Cross DDS,Economics,Junior
5568,Stacy Garcia,Mathematics,Sophomore
5569,Brett Maxwell,Finance,Sophomore
5570,Anna Andersen,Computer Science,Junior
5571,Gary Phillips,Physics,Junior
5572,Melanie Brown,Electrical Engineering,Sophomore
5573,Carol Johnson,Data Science,Senior
5574,Jacqueline Hall,Computer Science,Sophomore
5575,Tara Hale,Chemistry,Junior
5576,Christopher Smith,Information Technology,Senior
5577,Chad Kim,Mathematics,Sophomore
5578,Riley Knight,Finance,Sophomore
5579,Amy Moore,Economics,Junior
5580,Robert Ellison,Chemistry,Junior
5581,Brian Lewis,Civil Engineering,Sophomore
5582,Catherine Johns,Civil Engineering,Senior
5583,Mary Parks,Physics,Sophomore
5584,Mark Williamson,Psychology,Senior
5585,Douglas Blanchard,Psychology,Senior
5586,Phillip Padilla PhD,Marketing,Senior
5587,Juan Galvan,Information Technology,Senior
5588,Leslie Diaz,Computer Science,Junior
5589,David Potter,Civil Engineering,Junior
5590,Adam Long,Psychology,Sophomore
5591,Lisa Booker,Information Technology,Senior
5592,Alexandria Vaughn,Marketing,Sophomore
5593,April Bailey,Psychology,Senior
5594,Sherry Patterson,Computer Science,Senior
5595,Melissa Wolf,Information Technology,Sophomore
5596,Joshua Sims,Electrical Engineering,Sophomore
5597,Tina Mooney,Psychology,Sophomore
5598,Luis Mcclain,Chemistry,Sophomore
5599,Heather Wolf,Mechanical Engineering,Junior
5600,James Bradley,Mechanical Engineering,Junior
5601,Isaiah Jones,Civil Engineering,Senior
5602,Victor Hudson,Economics,Senior
5603,Maria Sanders,Psychology,Sophomore
5604,Thomas Holloway,Data Science,Senior
5605,Joshua Love,Chemistry,Junior
5606,Andrew Dominguez,Psychology,Sophomore
5607,John Adams,Information Technology,Sophomore
5608,Michelle Huber,Economics,Junior
5609,Laura Roberts,Civil Engineering,Sophomore
5610,Tracey Brooks,Mathematics,Junior
5611,Aaron Henry,Chemistry,Junior
5612,Ryan Moore,Finance,Sophomore
5613,Daniel Chen,Information Technology,Junior
5614,Angel Lewis,Chemistry,Senior
5615,David Nolan,Civil Engineering,Junior
5616,Brian Medina,Chemistry,Senior
5617,Antonio Lopez,Electrical Engineering,Sophomore
5618,Michaela Hernandez,Data Science,Senior
5619,Elizabeth Chase,Biology,Sophomore
5620,Omar Johnson,Data Science,Junior
5621,Steven Fisher,Biology,Junior
5622,Heather Smith,Economics,Senior
5623,Kimberly Mcintyre,Civil Engineering,Senior
5624,Dana Hernandez,Chemistry,Sophomore
5625,Anita Long,Economics,Sophomore
5626,Chad Pennington,Civil Engineering,Sophomore
5627,Michael Rosario,Mechanical Engineering,Senior
5628,Joyce Webster,Information Technology,Sophomore
5629,Kristie Hendrix MD,Chemistry,Junior
5630,Shannon Miller,Biology,Sophomore
5631,Linda Henderson,Biology,Sophomore
5632,Anthony Ashley,Biology,Sophomore
5633,Michael Khan,Electrical Engineering,Senior
5634,Stacey Thomas,Data Science,Senior
5635,Joseph Jones,Computer Science,Senior
5636,John Johnson,Mechanical Engineering,Senior
5637,April Wallace,Finance,Junior
5638,Gregory Martin,Biology,Junior
5639,Krista White,Electrical Engineering,Senior
5640,Tyler Garcia,Finance,Junior
5641,Molly Jackson,Mechanical Engineering,Senior
5642,Thomas Floyd,Chemistry,Junior
5643,Susan Sharp,Computer Science,Junior
5644,Krystal Hamilton,Finance,Senior
5645,Kathy Lewis,Data Science,Senior
5646,Joshua Miller,Biology,Junior
5647,Emily Brady,Electrical Engineering,Sophomore
5648,Julie Padilla,Finance,Senior
5649,Justin Williams,Civil Engineering,Senior
5650,Willie Morgan,Electrical Engineering,Junior
5651,Joseph Stokes,Mechanical Engineering,Junior
5652,Cindy Kelley,Civil Engineering,Senior
5653,Tommy Romero,Biology,Sophomore
5654,Stephanie Lara,Physics,Sophomore
5655,Tyrone Collins,Computer Science,Senior
5656,Brendan Palmer,Chemistry,Junior
5657,Paul Martin,Mechanical Engineering,Senior
5658,Juan Gilbert,Mechanical Engineering,Sophomore
5659,Lori Roberson,Finance,Senior
5660,Matthew Moore,Physics,Sophomore
5661,Donald Freeman,Information Technology,Senior
5662,Daniel Anderson,Finance,Junior
5663,Kelly Rodriguez,Finance,Junior
5664,Troy Ward,Civil Engineering,Senior
5665,Christina Smith,Data Science,Sophomore
5666,Mark Smith,Computer Science,Senior
5667,Daniel Williams,Marketing,Junior
5668,Melissa Robinson,Mathematics,Junior
5669,Mitchell Jimenez,Mechanical Engineering,Junior
5670,Bethany Liu,Finance,Sophomore
5671,Mitchell Williams,Mechanical Engineering,Sophomore
5672,Bianca Davis,Psychology,Junior
5673,Anthony King,Physics,Senior
5674,Michael Summers,Finance,Junior
5675,Ricky Hall,Information Technology,Sophomore
5676,Joyce Kelly,Civil Engineering,Senior
5677,Anne Medina,Information Technology,Junior
5678,Benjamin Johnson,Physics,Senior
5679,Kyle Perry,Mechanical Engineering,Sophomore
5680,Melissa Newton,Economics,Junior
5681,James Franklin,Mathematics,Senior
5682,Caitlin Curry,Marketing,Senior
5683,Barbara Glover,Mechanical Engineering,Senior
5684,Ryan Harmon,Electrical Engineering,Senior
5685,Andrea Hughes,Psychology,Senior
5686,Keith Solis,Mathematics,Junior
5687,Bryan Tucker,Physics,Junior
5688,Holly Grant,Electrical Engineering,Senior
5689,Ryan Skinner,Marketing,Senior
5690,Julia Mullins,Data Science,Senior
5691,Janet Graves,Biology,Senior
5692,Angela Hunt,Mechanical Engineering,Sophomore
5693,Isaiah Turner,Information Technology,Junior
5694,Phillip Scott,Finance,Senior
5695,Jessica Reynolds,Mathematics,Junior
5696,Melinda Jacobs,Economics,Sophomore
5697,Danny Butler,Data Science,Senior
5698,Matthew Bennett,Biology,Junior
5699,Carl Jackson,Information Technology,Sophomore
5700,Stephen Wilson,Computer Science,Junior
5701,Charles Robinson,Data Science,Junior
5702,Chad Poole,Mathematics,Junior
5703,Matthew Dominguez,Information Technology,Junior
5704,Christian Shelton,Electrical Engineering,Senior
5705,Makayla Friedman,Biology,Senior
5706,Katherine Downs,Finance,Senior
5707,Lisa Singh,Civil Engineering,Junior
5708,Brittany Allen,Psychology,Junior
5709,Robert Miller,Marketing,Junior
5710,Melanie Baker,Electrical Engineering,Junior
5711,Gerald Allen,Economics,Senior
5712,Vincent Hays,Economics,Senior
5713,Valerie Lopez,Biology,Sophomore
5714,Anthony Schmidt,Data Science,Senior
5715,Dean Harris,Data Science,Junior
5716,Rhonda Allen,Mechanical Engineering,Junior
5717,Ruben Charles,Data Science,Senior
5718,Jennifer Brooks,Finance,Senior
5719,Jacqueline Owens,Information Technology,Senior
5720,Sydney Elliott,Mathematics,Junior
5721,Gary Chavez,Economics,Sophomore
5722,Stephanie Salinas,Mechanical Engineering,Sophomore
5723,Raymond Valenzuela,Finance,Junior
5724,Theresa Ward,Information Technology,Senior
5725,Jacob Kennedy,Psychology,Junior
5726,Jenna Velazquez,Information Technology,Sophomore
5727,Kathryn Rivers,Chemistry,Senior
5728,Daniel Ramirez,Physics,Sophomore
5729,Greg Wood,Finance,Sophomore
5730,Susan Armstrong,Information Technology,Junior
5731,Taylor Stark,Physics,Junior
5732,Brandon Peterson,Physics,Junior
5733,Linda Morris,Economics,Sophomore
5734,Laura Sanders,Civil Engineering,Sophomore
5735,Catherine Castaneda,Data Science,Senior
5736,Jesse Pollard,Biology,Sophomore
5737,Jacob Love,Physics,Junior
5738,Mrs. Janice Fitzpatrick,Mathematics,Sophomore
5739,Zachary Mckay,Psychology,Senior
5740,Lauren Wright,Economics,Sophomore
5741,Teresa Velasquez,Information Technology,Senior
5742,Eugene Parker,Chemistry,Sophomore
5743,Amy Knight,Psychology,Sophomore
5744,Randy Perez,Biology,Junior
5745,Melanie Smith,Marketing,Junior
5746,Melissa Martinez,Marketing,Junior
5747,Samantha Gillespie,Chemistry,Junior
5748,Bryan Richardson,Economics,Senior
5749,Anna Cantu,Psychology,Senior
5750,Christopher Cox,Data Science,Sophomore
5751,Diana Kemp,Finance,Senior
5752,Taylor Salinas,Economics,Junior
5753,Ryan Santos,Electrical Engineering,Junior
5754,Amber Crawford,Data Science,Senior
5755,Carla Wong,Chemistry,Sophomore
5756,Allison Rice,Civil Engineering,Senior
5757,Sheri Hoover,Electrical Engineering,Senior
5758,Jeremy Chavez,Biology,Junior
5759,Jennifer Nguyen,Mathematics,Junior
5760,John Rodriguez,Chemistry,Senior
5761,Maria Williams,Computer Science,Senior
5762,Melody Ochoa,Economics,Senior
5763,Tara Brown,Physics,Senior
5764,Holly Banks,Information Technology,Sophomore
5765,Amber Johnson,Mechanical Engineering,Sophomore
5766,Scott Thompson,Marketing,Senior
5767,Eric Flores,Civil Engineering,Senior
5768,Theresa Wilson,Physics,Senior
5769,Eric Ponce,Electrical Engineering,Sophomore
5770,Becky Sellers,Electrical Engineering,Senior
5771,Kendra Burton,Information Technology,Sophomore
5772,Wyatt Kerr,Marketing,Senior
5773,Craig Dean,Marketing,Sophomore
5774,Christian Rowe,Marketing,Senior
5775,Nathan Burke,Mathematics,Junior
5776,Nicholas Chase,Finance,Sophomore
5777,Hailey Ball,Information Technology,Senior
5778,Heather Barry,Finance,Sophomore
5779,Cindy Young,Computer Science,Junior
5780,Mark Townsend,Civil Engineering,Sophomore
5781,Michael Lee,Mathematics,Senior
5782,Lisa Smith,Psychology,Senior
5783,John Steele,Economics,Sophomore
5784,Sandra Casey,Civil Engineering,Senior
5785,Darrell Simmons,Marketing,Junior
5786,Valerie Harrison,Biology,Senior
5787,Anthony Cherry,Computer Science,Junior
5788,Cody Lawson,Psychology,Sophomore
5789,Barbara Wagner,Chemistry,Junior
5790,Scott James,Data Science,Junior
5791,John Moore,Computer Science,Senior
5792,Matthew Farley,Chemistry,Junior
5793,Mrs. Tonya Byrd,Physics,Sophomore
5794,Catherine Davis,Information Technology,Sophomore
5795,Mary Wilkinson,Finance,Sophomore
5796,Michael Baker,Physics,Sophomore
5797,Peggy Mendoza,Data Science,Junior
5798,Paul Anderson,Civil Engineering,Sophomore
5799,Wayne Robinson,Data Science,Junior
5800,Brittany Farley,Biology,Senior
5801,Katie Walters,Data Science,Sophomore
5802,Dorothy Osborn,Marketing,Junior
5803,William Hodge,Data Science,Sophomore
5804,Michelle Ortega,Mechanical Engineering,Sophomore
5805,Shannon White,Physics,Junior
5806,Jennifer Bennett,Information Technology,Junior
5807,Lisa Kaiser,Data Science,Junior
5808,Matthew Mccullough,Chemistry,Junior
5809,Steven Tyler,Biology,Sophomore
5810,Robert Jones,Computer Science,Sophomore
5811,Kim Nelson,Mathematics,Senior
5812,Katherine Garcia,Marketing,Sophomore
5813,John Stewart,Economics,Senior
5814,Tiffany Barton,Civil Engineering,Senior
5815,Erica Smith,Biology,Sophomore
5816,Colleen Cruz,Physics,Sophomore
5817,Anthony Mueller,Chemistry,Junior
5818,Crystal Clayton,Finance,Junior
5819,Jacob Brown,Information Technology,Junior
5820,Rachel Williams,Computer Science,Junior
5821,Keith Lloyd,Electrical Engineering,Sophomore
5822,Mary Richardson,Computer Science,Junior
5823,Nathan Jones,Finance,Senior
5824,Tamara Peterson,Electrical Engineering,Sophomore
5825,Alan Mahoney,Mathematics,Senior
5826,Nathan Vargas,Electrical Engineering,Sophomore
5827,Frank Payne,Physics,Senior
5828,Cody Woods,Biology,Junior
5829,Chad King,Information Technology,Senior
5830,Christopher Smith,Finance,Sophomore
5831,Marissa Davis,Civil Engineering,Sophomore
5832,Ann Parker,Chemistry,Senior
5833,Laura Walton,Data Science,Sophomore
5834,Travis Powell,Finance,Junior
5835,Maria Sullivan,Finance,Junior
5836,Kelly Lewis,Computer Science,Sophomore
5837,John Webb,Psychology,Junior
5838,Lance Townsend,Psychology,Senior
5839,Matthew Leonard,Physics,Senior
5840,Tyler Dominguez,Data Science,Sophomore
5841,Kimberly Alvarez,Computer Science,Junior
5842,Heather Pittman,Physics,Senior
5843,Teresa Cohen,Physics,Senior
5844,Melissa Parker,Biology,Junior
5845,Brandon Carrillo,Psychology,Senior
5846,Colin Mckay,Mathematics,Senior
5847,Rachel Walsh,Psychology,Senior
5848,Caleb Williams,Physics,Sophomore
5849,Benjamin Wilkinson,Data Science,Senior
5850,Katelyn Gray,Finance,Senior
5851,Kristine Bryant DVM,Information Technology,Junior
5852,Michael Smith,Information Technology,Junior
5853,Justin Foster,Mechanical Engineering,Sophomore
5854,Maurice Graham,Psychology,Sophomore
5855,Kenneth Watkins,Mechanical Engineering,Senior
5856,Stacey Davis,Physics,Junior
5857,Janice Bailey,Mathematics,Senior
5858,Amanda Hodge,Finance,Junior
5859,Jason Gomez,Electrical Engineering,Junior
5860,Julie Johnson,Electrical Engineering,Junior
5861,Vanessa Cunningham,Civil Engineering,Senior
5862,Tonya Alexander,Economics,Junior
5863,Mark Santos,Mathematics,Senior
5864,Michael Walker,Chemistry,Junior
5865,Michael Watkins,Mathematics,Junior
5866,Cassidy Bailey,Marketing,Junior
5867,Christopher Gutierrez,Computer Science,Senior
5868,Elijah Archer,Data Science,Senior
5869,Lisa Hendricks,Computer Science,Senior
5870,Kristin Hudson,Economics,Sophomore
5871,James Livingston,Computer Science,Senior
5872,Jeffrey Evans,Data Science,Junior
5873,Dennis Santana,Finance,Senior
5874,Nichole Parker,Mechanical Engineering,Junior
5875,Benjamin Mosley,Civil Engineering,Junior
5876,Jennifer Reilly,Finance,Sophomore
5877,Nicole Sanchez,Civil Engineering,Senior
5878,Shannon Hill,Electrical Engineering,Sophomore
5879,Darrell Ibarra,Finance,Sophomore
5880,Deborah Fox,Psychology,Senior
5881,Mary Hoffman,Economics,Senior
5882,Anthony Murphy,Information Technology,Junior
5883,Larry Woods,Psychology,Junior
5884,Virginia Caldwell,Psychology,Senior
5885,Patricia Boyd,Chemistry,Junior
5886,Debra Wright,Data Science,Senior
5887,Adam Shannon,Computer Science,Sophomore
5888,Betty Vazquez,Economics,Junior
5889,John Williams,Mathematics,Junior
5890,Steven Stone,Computer Science,Sophomore
5891,Mark Mueller,Mechanical Engineering,Sophomore
5892,John Richards,Civil Engineering,Junior
5893,Beth Sanchez,Electrical Engineering,Senior
5894,Donald Reynolds,Chemistry,Sophomore
5895,Timothy Hernandez,Information Technology,Senior
5896,Lacey Morrow,Electrical Engineering,Junior
5897,Omar Kelly,Civil Engineering,Senior
5898,Brian Gross,Mathematics,Sophomore
5899,Scott Lin,Economics,Junior
5900,Linda Lee,Computer Science,Junior
5901,Lori Franco,Economics,Senior
5902,Kristi Jordan,Mechanical Engineering,Senior
5903,Tammy Lynch,Mathematics,Sophomore
5904,Debbie Ward,Mathematics,Senior
5905,David Murphy,Biology,Sophomore
5906,Bradley Walker,Psychology,Junior
5907,Jacqueline Dyer,Marketing,Senior
5908,Clifford Poole,Economics,Sophomore
5909,Michael Taylor,Finance,Sophomore
5910,Chloe Ellis,Electrical Engineering,Senior
5911,Jason Douglas,Marketing,Senior
5912,David Hayes,Electrical Engineering,Senior
5913,Kathy Steele,Marketing,Sophomore
5914,Jennifer Underwood,Information Technology,Senior
5915,Amanda Moody,Data Science,Senior
5916,Marilyn Page DVM,Information Technology,Sophomore
5917,Diana Mullins,Physics,Senior
5918,Brittany Ballard,Psychology,Sophomore
5919,Matthew Freeman,Finance,Senior
5920,Amy Baker,Civil Engineering,Junior
5921,Elizabeth Skinner MD,Mathematics,Senior
5922,Riley Davenport,Computer Science,Senior
5923,Carla Briggs,Electrical Engineering,Senior
5924,Diana Myers,Marketing,Junior
5925,Paul Blair,Electrical Engineering,Senior
5926,Olivia Gonzalez,Economics,Sophomore
5927,Xavier Hanson,Biology,Senior
5928,Chad Taylor,Electrical Engineering,Senior
5929,William Lewis,Computer Science,Junior
5930,Crystal Robinson,Biology,Junior
5931,John Jones,Physics,Sophomore
5932,Meagan Patterson,Electrical Engineering,Senior
5933,Timothy Smith,Economics,Junior
5934,Brenda Mendoza,Chemistry,Senior
5935,Nicole Edwards,Civil Engineering,Sophomore
5936,Amy Ramirez,Mechanical Engineering,Sophomore
5937,Anthony David,Computer Science,Junior
5938,David Perkins,Biology,Senior
5939,Rose Jackson,Economics,Junior
5940,Devin Hardin,Computer Science,Junior
5941,Amber Fernandez,Mathematics,Junior
5942,Travis Marsh,Information Technology,Senior
5943,Rebecca Lowery,Civil Engineering,Sophomore
5944,Jesse Martin,Mechanical Engineering,Sophomore
5945,Robert Carter,Mechanical Engineering,Junior
5946,Amy Olsen,Information Technology,Sophomore
5947,Sydney Green,Mathematics,Sophomore
5948,Julia Parsons,Chemistry,Junior
5949,Thomas May,Information Technology,Senior
5950,Erica Green,Electrical Engineering,Sophomore
5951,Richard Burke,Computer Science,Junior
5952,Tammy Williams,Biology,Sophomore
5953,Joshua Herrera,Marketing,Senior
5954,Brittany Byrd,Chemistry,Junior
5955,Gina Brennan,Mathematics,Sophomore
5956,Christopher George,Economics,Sophomore
5957,Lauren Watts,Chemistry,Sophomore
5958,Peter Campbell,Psychology,Junior
5959,Jonathon Stevenson,Finance,Sophomore
5960,Karla Burton,Information Technology,Senior
5961,Randy Jones,Marketing,Junior
5962,Carlos Miller,Civil Engineering,Sophomore
5963,Joseph Church,Electrical Engineering,Junior
5964,Michael Haas,Marketing,Sophomore
5965,Renee Newton,Information Technology,Sophomore
5966,Thomas Daugherty,Computer Science,Junior
5967,Scott Roy,Chemistry,Senior
5968,Mr. Robert Cantu,Information Technology,Sophomore
5969,Heather Matthews,Computer Science,Junior
5970,Darlene Kelly,Computer Science,Junior
5971,Nancy Merritt,Marketing,Senior
5972,Brian Thompson,Biology,Sophomore
5973,Theresa Goodman,Information Technology,Senior
5974,Justin White,Computer Science,Senior
5975,Scott Hernandez,Computer Science,Junior
5976,Christopher Shelton,Psychology,Junior
5977,Debbie Koch,Biology,Sophomore
5978,Tyler Stout,Marketing,Junior
5979,April Ryan,Mathematics,Senior
5980,William Phillips,Civil Engineering,Senior
5981,Taylor Smith,Marketing,Sophomore
5982,Kelly Romero,Economics,Junior
5983,Erin Nelson,Economics,Junior
5984,Christopher Dalton,Marketing,Senior
5985,Jamie Romero,Information Technology,Junior
5986,Logan Golden,Electrical Engineering,Senior
5987,Michael Crawford,Civil Engineering,Sophomore
5988,Stephanie Sanders,Economics,Senior
5989,Christine Meza,Chemistry,Senior
5990,Emily Hall,Mathematics,Sophomore
5991,Thomas Wells,Information Technology,Sophomore
5992,Caitlin Howard,Marketing,Senior
5993,Jason Blackwell,Information Technology,Senior
5994,Bradley Pacheco,Civil Engineering,Sophomore
5995,Matthew Armstrong,Marketing,Sophomore
5996,Brittany Mitchell,Electrical Engineering,Senior
5997,Thomas Friedman,Physics,Junior
5998,Colleen Hernandez,Biology,Junior
5999,Peter Haynes,Mechanical Engineering,Senior
6000,Jeffrey Ford,Economics,Sophomore
6001,Brittany Ortiz,Mathematics,Sophomore
6002,Miranda Beck,Civil Engineering,Sophomore
6003,Amanda Bennett,Computer Science,Sophomore
6004,David Robertson,Physics,Senior
6005,Kristen Davis,Biology,Senior
6006,Brian Pena,Electrical Engineering,Junior
6007,Amanda Nelson,Physics,Senior
6008,Sarah Bush,Finance,Sophomore
6009,Robert Miller,Data Science,Junior
6010,Anna Poole,Physics,Senior
6011,Jacqueline Phillips,Chemistry,Junior
6012,Sophia Dawson,Chemistry,Sophomore
6013,Sheila Stephens,Finance,Senior
6014,Wendy Evans,Electrical Engineering,Senior
6015,Phillip Rodriguez,Data Science,Sophomore
6016,Justin Brown,Mathematics,Senior
6017,Eric Anderson,Psychology,Senior
6018,April Norton,Psychology,Sophomore
6019,Timothy Sexton,Biology,Junior
6020,Mr. John Decker MD,Mathematics,Sophomore
6021,Tina Little,Electrical Engineering,Sophomore
6022,Seth Curry,Civil Engineering,Sophomore
6023,Barbara Graham,Chemistry,Sophomore
6024,Edward White,Electrical Engineering,Junior
6025,Michelle Graham,Mechanical Engineering,Senior
6026,Benjamin White,Economics,Senior
6027,Austin Mitchell,Mechanical Engineering,Junior
6028,Kim Flynn,Psychology,Senior
6029,Nicholas Pace,Marketing,Junior
6030,Laura Atkins,Marketing,Junior
6031,Ann Huffman,Biology,Junior
6032,Roger Sullivan,Data Science,Sophomore
6033,Vanessa Ramirez,Economics,Sophomore
6034,Anne Martin,Economics,Sophomore
6035,Ashley Dunn,Computer Science,Senior
6036,Shaun Henderson,Mathematics,Senior
6037,Michael Jackson,Mathematics,Junior
6038,Aaron Mayer,Marketing,Sophomore
6039,Kimberly Lee,Mathematics,Junior
6040,Shane Smith,Mechanical Engineering,Junior
6041,Erin White,Civil Engineering,Senior
6042,Joseph Young,Biology,Sophomore
6043,Taylor Tran,Biology,Sophomore
6044,Jason Patrick,Psychology,Sophomore
6045,Richard Saunders,Chemistry,Sophomore
6046,Jerry Ferguson,Information Technology,Junior
6047,Rodney Avila,Computer Science,Senior
6048,Shannon Thompson,Information Technology,Sophomore
6049,Stacy Macias,Physics,Junior
6050,Stephanie Nunez,Mathematics,Senior
6051,Christina Olsen,Marketing,Junior
6052,Paul Wagner,Computer Science,Sophomore
6053,Sophia Richmond,Mathematics,Sophomore
6054,Nicole Tate,Physics,Sophomore
6055,Jesse Wright,Mathematics,Junior
6056,Traci Rodriguez,Mechanical Engineering,Sophomore
6057,Cheryl Beck,Chemistry,Senior
6058,Christina Perez,Mathematics,Sophomore
6059,Annette Fernandez,Mathematics,Sophomore
6060,Tricia Bailey,Data Science,Junior
6061,Omar Chandler,Information Technology,Sophomore
6062,John Erickson,Psychology,Senior
6063,Teresa Smith,Data Science,Junior
6064,Karen Cruz,Electrical Engineering,Sophomore
6065,Jenny Soto,Chemistry,Sophomore
6066,Kevin Smith,Physics,Junior
6067,Kimberly Garcia,Mathematics,Junior
6068,Deborah Townsend,Civil Engineering,Junior
6069,Julie Wallace,Electrical Engineering,Sophomore
6070,Joe Gordon,Finance,Senior
6071,Wayne Barnes,Biology,Senior
6072,Maria Weaver,Information Technology,Sophomore
6073,Matthew Thompson,Data Science,Sophomore
6074,Wanda Short,Civil Engineering,Sophomore
6075,James Richardson,Mathematics,Senior
6076,Jennifer Cruz,Biology,Senior
6077,Sergio Andrews,Chemistry,Junior
6078,Franklin Harris,Marketing,Junior
6079,Leslie Vance,Electrical Engineering,Sophomore
6080,Gabriel Guzman,Computer Science,Senior
6081,Lori Smith,Marketing,Sophomore
6082,Edward Taylor,Psychology,Senior
6083,Alison Adams,Physics,Sophomore
6084,Phillip Jenkins,Chemistry,Sophomore
6085,Yolanda Brown,Computer Science,Senior
6086,Malik Washington,Civil Engineering,Junior
6087,Kristen Larson,Psychology,Sophomore
6088,Michael Scott,Psychology,Senior
6089,Luke Duncan,Marketing,Junior
6090,Bernard Hicks,Mathematics,Senior
6091,Rebecca Boone,Information Technology,Junior
6092,Joel Roberts,Civil Engineering,Senior
6093,Tony Cooper,Marketing,Sophomore
6094,Kevin Stokes,Data Science,Senior
6095,James Frank,Biology,Senior
6096,Deborah Stewart,Civil Engineering,Senior
6097,Carol Bowman,Chemistry,Junior
6098,Sheri Murphy,Finance,Junior
6099,Russell Downs,Data Science,Junior
6100,Charles Ellis,Mechanical Engineering,Junior
6101,Dylan Guzman,Finance,Senior
6102,Ryan White,Economics,Senior
6103,Dawn Meyer,Economics,Junior
6104,April Wiley,Physics,Senior
6105,Cheryl Wade,Biology,Senior
6106,John Estrada,Civil Engineering,Senior
6107,Cynthia Larson,Electrical Engineering,Sophomore
6108,Roy Paul,Mathematics,Sophomore
6109,Gregory Joyce,Mathematics,Junior
6110,Chase Choi,Psychology,Sophomore
